"sentence_id";"text";"language_key";"suggested_replacement"
611;"मैंने बहुत कियाैं";"HI";""
612;"mainne bahut kiya";"HI";""
613;"On the other hand";"EN";""
614;"Por outro lado";"PT";""
615;"दूसरी ओरै";"HI";""
616;"doosaree ore";"HI";""
617;"See that";"EN";""
618;"Veja isso";"PT";""
619;"देखा";"HI";""
620;"dekha";"HI";""
621;"There is nothing I like better";"EN";""
622;"Não há nada que eu goste melhor";"PT";""
623;"ऐसा कुछ नहीं है जो मुझे बेहतर लगे";"HI";""
624;"aisa kuchh nahin hai jo mujhe behatar lage";"HI";""
625;"We might as well";"EN";""
626;"Nós também podemos";"PT";""
627;"हम भी शायद।";"HI";""
628;"ham bhee shaayad";"HI";""
629;"What can I do for you";"EN";""
630;"O que posso fazer para você";"PT";""
631;"मै आप के लिये क्य कर सकता हु";"HI";""
632;"mai aap ke liye ky kar sakta hun";"HI";""
633;"What do you say";"EN";""
634;"O que você disse";"PT";""
635;"आप क्या कहते हैं";"HI";""
636;"aap kya kahate hain";"HI";""
637;"What’s your favorite";"EN";""
638;"Qual é o seu favorito";"PT";""
639;"आपका पसंदीदा क्या है";"HI";""
640;"aapaka pasandeeda kya hai?";"HI";""
641;"He is ill in bed";"EN";""
642;"Ele está doente na cama";"PT";""
643;"वह अभी भी बिस्तर में है।";"HI";""
644;"vah abhi bhi bistar mein hai.";"HI";""
645;"I like ice-cream";"EN";""
646;"Eu gosto de sorvete";"PT";""
647;"मुझे आइसक्रीम पसंद है";"HI";""
648;"mujhe aaisakreem pasand hai";"HI";""
649;"I love this game";"EN";""
650;"Eu amo este jogo";"PT";""
651;"मुझे यह खेल पसंद है";"HI";""
652;"mujhe yeh khel pasand hai";"HI";""
653;"I’ll try my best";"EN";""
654;"Eu vou tentar o meu melhor";"PT";""
655;"मैं पूरी कोशिश करूंगा ";"HI";""
656;"main pooree koshish karoonga";"HI";""
657;"I’m on your side";"EN";""
658;"Estou no seu lado";"PT";""
659;"मैं तुम्हारी तरफ़ हूं";"HI";""
660;"main tumhaaree taraf hoon";"HI";""
661;"Easy come, easy go";"EN";""
662;"Assim como vem, também vai";"PT";""
663;"जो आसानी से मिलता है वो आसानी से चला भी जाता है";"HI";""
664;"jo aasaanee se milata hai vo aasaanee se chala bhee jaata hai";"HI";""
665;"I’ll check it out";"EN";""
666;"Eu vou dar uma olhada";"PT";""
667;"ममैं इसे देख लूँगा";"HI";""
668;"main ise dekh loonga";"HI";""
669;"It’s a long story";"EN";""
670;"É uma longa história";"PT";""
671;"क्यह एक लंबी कहानी है";"HI";""
672;"yah ek lambee kahaanee hai";"HI";""
673;"That’s all I need";"EN";""
674;"Isso é tudo que preciso";"PT";""
675;"मुझे यही सब चाहिए";"HI";""
676;"mujhe yahee sab chaahie.";"HI";""
677;"The view is great";"EN";""
678;"A vista é ótima";"PT";""
679;"दृश्य बहुत अच्छा है";"HI";""
680;"drshy bahut achchha hai.";"HI";""
681;"The walls have ears";"EN";""
682;"As paredes têm ouvidos";"PT";""
683;"दीवारों के कान हैै";"HI";""
684;"deevaaron ke kaan hain";"HI";""
685;"Here comes a bus";"EN";""
686;"Aqui vem um ônibus";"PT";""
687;"एक बस आ रही है";"HI";""
688;"ek bas aa rahi hai";"HI";""
689;"He is just a child";"EN";""
690;"Ele é apenas uma criança";"PT";""
691;"वह अभी बच्चा है";"HI";""
692;"vah abhee bachcha hai";"HI";""
693;"It seems all right";"EN";""
694;"Parece tudo bem";"PT";""
695;"यह सब ठीक लगता है";"HI";""
696;"yah sab theek lagata hai";"HI";""
697;"That’s a good idea";"EN";""
698;"Essa é uma boa ideia";"PT";""
699;"वह एक अच्छा विचार है";"HI";""
700;"vah ek achchha vichaar hai";"HI";""
701;"I am a football fan";"EN";""
702;"Eu sou um fã de futebol";"PT";""
703;"मैं एक फुटबॉल प्रशंसक हूं";"HI";""
704;"main ek phutabol prashansak hoon";"HI";""
705;"If only I could fly";"EN";""
706;"Se eu pudesse voar";"PT";""
707;"अगर मैं उड़ सकता है।";"HI";""
708;"agar main ud sakata hai.";"HI";""
709;"I’ll be right there";"EN";""
710;"Eu estarei lá";"PT";""
711;"मैं वहां मौजूद रहूंगा";"HI";""
712;"main vahaan maujood rahoonga";"HI";""
713;"Knowledge is power";"EN";""
714;"Conhecimento é poder";"PT";""
715;"ज्ञान ही शक्ति हैेै";"HI";""
716;"gyaan hee shakti hai";"HI";""
717;"We are good friends";"EN";""
718;"Nós somos bons amigos";"PT";""
719;"हम अच्छे मित्र हैे";"HI";""
720;"ham achchhe mitr hain";"HI";""
721;"He can’t take a joke";"EN";""
722;"Ele não pode levar uma piada";"PT";""
723;"वह मजाक नहीं ले सकता";"HI";""
724;"vah majaak nahin le sakata.";"HI";""
725;"It’s against the law";"EN";""
726;"É contra a lei";"PT";""
727;"यह कानून के विरूद्ध हैे";"HI";""
728;"yah kaanoon ke virooddh hai";"HI";""
729;"My mouth is watering";"EN";""
730;"Estou ficando com água na boca";"PT";""
731;"मेरे मुंह में पानी आ रहा है";"HI";""
732;"mere munh mein paanee aa raha hai";"HI";""
733;"Speak louder, please";"EN";""
734;"Fale mais alto por favor";"PT";""
735;"कृपया जोर से बाते करें";"HI";""
736;"krpaya jor se baate karen";"HI";""
737;"Speak slower, please";"EN";""
738;"Falar mais devagar, por favor";"PT";""
739;"कृपया धीरे - धीरे बोलिए";"HI";""
740;"krpaya dheere - dheere bolie";"HI";""
741;"I will be more careful";"EN";""
742;"Eu serei mais cuidadoso";"PT";""
743;"मैं और ध्यानपूर्वक रहूँगा";"HI";""
744;"मmain aur dhyaanapoorvak rahoonga";"HI";""
745;"I will never forget it";"EN";""
746;"Eu nunca esquecerei";"PT";""
747;"मैं इसे कभी नहीं भूल पाउंगा";"HI";""
748;"main ise kabhee nahin bhool paunga";"HI";""
749;"It is just what I need";"EN";""
750;"É exatamente o que eu preciso";"PT";""
751;"यह वही है जो मुझे चाहिए";"HI";""
752;"yah vahee hai jo mujhe chaahie";"HI";""
753;"Let bygones be bygones";"EN";""
754;"Esquecer o passado";"PT";""
755;"जो हो गया सो हो गया";"HI";""
756;"jo ho gaya so ho gaya";"HI";""
757;"Great minds think alike";"EN";""
758;"Mentes brilhantes pensam igual";"PT";""
759;"बड़े मन वाले ऐसा सोचते हैं";"HI";""
760;"bade man vaale aisa sochate hain";"HI";""
761;"I walked across the park";"EN";""
762;"Eu atravessei o parque";"PT";""
763;"मैं पार्क भर में चला गया";"HI";""
764;"main paark bhar mein chala gaya";"HI";""
765;"I’ll just play it by ear";"EN";""
766;"Eu apenas tocarei de ouvido";"PT";""
767;"विकसित होने के साथ ही स्थिति से निपट लूंगा";"HI";""
768;"viksit hone ke sath stithi se nipat loonga";"HI";""
769;"I’m not sure I can do it";"EN";""
770;"Não tenho certeza se posso fazer isso";"PT";""
771;"मुझे नहीं पता कि मैं यह कर सकता हूं";"HI";""
772;"mujhe nahin pata ki main yah kar sakata hoon";"HI";""
773;"I’m not used to drinking";"EN";""
774;"Eu não estou acostumado a beber";"PT";""
775;"ममुझे पीने की आदत नहीं है";"HI";""
776;"mujhe peene kee aadat nahin hai";"HI";""
777;"Let’s not waste our time.";"EN";""
778;"Não vamos perder nosso tempo";"PT";""
779;"हमें अपना समय बरबाद नहीं करना चाहिये";"HI";""
780;"hamen apana samay barabaad nahin karana chaahiye";"HI";""
781;"Stop making noise";"EN";""
782;"Pare de fazer barulho";"PT";""
783;"शोर करना बंद करो";"HI";""
784;"shor karana band karo";"HI";""
785;"That makes no difference";"EN";""
786;"Isso não faz diferença";"PT";""
787;"इससे कोई फर्क नहीं पड़ता";"HI";""
788;"isase koee phark nahin padata";"HI";""
789;"The price is reasonable";"EN";""
790;"O preço é razoável";"PT";""
791;"कीमत वाजिब हैै";"HI";""
792;"keemat vaajib hai";"HI";""
793;"I have a surprise for you";"EN";""
794;"Eu tenho uma surpresa para você";"PT";""
795;"मेरे पास तुम्हारे लिए एक सरप्राइज है";"HI";""
796;"mere paas tumhaare lie ek sarapraij hai";"HI";""
797;"I’ll have an appetizer";"EN";""
798;"Eu terei um aperitivo";"PT";""
799;"में क्षुधावर्धक लूंगा";"HI";""
800;"mein kshudavardhak lunga";"HI";""
